OrderDate,Product,Region,Age,Revenue,Quantity,CustomerID,Category
2023-02-24 09:00:00,Mouse,South,54,263,9,1014,Accessories
2023-02-24 10:00:00,Keyboard,West,52,1654,2,1051,Accessories
2023-02-24 11:00:00,Keyboard,South,43,4125,4,1093,Accessories
2023-02-24 12:00:00,Phone,South,45,4177,1,1096,Electronics
2023-02-24 13:00:00,Tablet,South,37,679,4,1047,Electronics
2023-02-24 14:00:00,Tablet,South,43,810,9,1042,Electronics
2023-02-24 15:00:00,Mouse,East,55,499,5,1081,Accessories
2023-02-24 16:00:00,Headphones,North,31,2634,7,1040,Accessories
2023-02-24 17:00:00,Keyboard,South,45,3650,10,1017,Accessories
2023-02-24 18:00:00,Laptop,North,39,303,2,1060,Electronics
2023-02-24 19:00:00,Keyboard,West,42,1589,3,1075,Accessories
2023-02-24 20:00:00,Phone,South,25,4746,9,1032,Electronics
2023-02-24 21:00:00,Mouse,East,53,3155,2,1026,Accessories
2023-02-24 22:00:00,Smartwatch,West,33,1735,6,1085,Wearables
2023-02-24 23:00:00,Keyboard,East,30,545,1,1076,Accessories
2023-02-25 00:00:00,Smartwatch,East,38,3527,2,1074,Wearables
2023-02-25 01:00:00,Monitor,East,56,3318,7,1061,Electronics
2023-02-25 02:00:00,Monitor,North,49,3831,5,1008,Electronics
2023-02-25 03:00:00,Keyboard,North,34,236,6,1017,Accessories
2023-02-25 04:00:00,Keyboard,East,58,161,5,1016,Accessories
2023-02-25 05:00:00,Headphones,North,60,2879,7,1039,Accessories
2023-02-25 06:00:00,Phone,West,53,4914,7,1086,Electronics
2023-02-25 07:00:00,Monitor,North,47,2351,3,1049,Electronics
2023-02-25 08:00:00,Monitor,South,43,3348,6,1010,Electronics
2023-02-25 09:00:00,Laptop,West,53,4942,8,1095,Electronics
2023-02-25 10:00:00,Monitor,North,18,3301,4,1050,Electronics
2023-02-25 11:00:00,Monitor,West,41,3303,2,1079,Electronics
2023-02-25 12:00:00,Laptop,South,47,2061,3,1096,Electronics
2023-02-25 13:00:00,Phone,South,21,1171,6,1098,Electronics
2023-02-25 14:00:00,Tablet,North,29,2080,4,1005,Electronics
2023-02-25 15:00:00,Mouse,North,33,1837,7,1040,Accessories
2023-02-25 16:00:00,Smartwatch,East,48,3828,2,1061,Wearables
2023-02-25 17:00:00,Phone,South,48,535,3,1086,Electronics
2023-02-25 18:00:00,Headphones,North,23,289,8,1049,Accessories
2023-02-25 19:00:00,Laptop,West,52,4089,7,1010,Electronics
2023-02-25 20:00:00,Headphones,North,34,935,10,1007,Accessories
2023-02-25 21:00:00,Tablet,North,33,2657,9,1020,Electronics
2023-02-25 22:00:00,Smartwatch,West,18,4333,8,1079,Wearables
2023-02-25 23:00:00,Smartwatch,West,59,122,7,1055,Wearables
2023-02-26 00:00:00,Monitor,West,24,266,3,1085,Electronics
2023-02-26 01:00:00,Keyboard,West,54,4801,3,1098,Accessories
2023-02-26 02:00:00,Mouse,South,29,4108,10,1084,Accessories
2023-02-26 03:00:00,Keyboard,North,28,588,6,1084,Accessories
2023-02-26 04:00:00,Laptop,East,19,2297,8,1047,Electronics
2023-02-26 05:00:00,Phone,West,56,447,10,1034,Electronics
2023-02-26 06:00:00,Monitor,West,41,4632,5,1038,Electronics
2023-02-26 07:00:00,Laptop,East,45,3497,8,1011,Electronics
2023-02-26 08:00:00,Headphones,South,49,1671,5,1076,Accessories
2023-02-26 09:00:00,Tablet,East,33,2095,6,1096,Electronics
2023-02-26 10:00:00,Headphones,East,31,1545,1,1006,Accessories
2023-02-26 11:00:00,Laptop,North,30,1821,9,1097,Electronics
2023-02-26 12:00:00,Tablet,West,27,2493,1,1034,Electronics
2023-02-26 13:00:00,Smartwatch,West,56,1815,10,1026,Wearables
2023-02-26 14:00:00,Headphones,South,48,300,9,1063,Accessories
2023-02-26 15:00:00,Keyboard,South,31,3377,10,1060,Accessories
2023-02-26 16:00:00,Laptop,South,26,2815,8,1005,Electronics
2023-02-26 17:00:00,Laptop,South,31,4428,2,1022,Electronics
2023-02-26 18:00:00,Keyboard,South,54,4071,8,1080,Accessories
2023-02-26 19:00:00,Phone,South,43,2451,4,1085,Electronics
2023-02-26 20:00:00,Mouse,North,36,2387,4,1054,Accessories
2023-02-26 21:00:00,Keyboard,North,34,4487,2,1059,Accessories
2023-02-26 22:00:00,Smartwatch,West,20,4360,6,1005,Wearables
2023-02-26 23:00:00,Smartwatch,East,29,4572,8,1043,Wearables
2023-02-27 00:00:00,Headphones,North,53,1628,2,1002,Accessories
2023-02-27 01:00:00,Smartwatch,South,26,1451,7,1027,Wearables
2023-02-27 02:00:00,Keyboard,South,38,2043,1,1042,Accessories
2023-02-27 03:00:00,Monitor,East,33,3884,5,1053,Electronics
2023-02-27 04:00:00,Phone,South,28,2794,3,1100,Electronics
2023-02-27 05:00:00,Mouse,East,43,4963,7,1022,Accessories
2023-02-27 06:00:00,Headphones,East,47,92,2,1031,Accessories
2023-02-27 07:00:00,Smartwatch,West,42,4783,5,1058,Wearables
2023-02-27 08:00:00,Keyboard,East,57,4087,5,1024,Accessories
2023-02-27 09:00:00,Headphones,South,55,1577,8,1097,Accessories
2023-02-27 10:00:00,Laptop,East,59,1214,2,1036,Electronics
2023-02-27 11:00:00,Mouse,West,29,4347,7,1051,Accessories
2023-02-27 12:00:00,Keyboard,East,34,2712,6,1086,Accessories
2023-02-27 13:00:00,Monitor,South,28,4487,1,1035,Electronics
2023-02-27 14:00:00,Headphones,North,46,1208,5,1099,Accessories
2023-02-27 15:00:00,Tablet,West,48,3112,5,1042,Electronics
2023-02-27 16:00:00,Tablet,North,33,4558,2,1051,Electronics
2023-02-27 17:00:00,Mouse,South,57,2816,6,1002,Accessories
2023-02-27 18:00:00,Phone,South,28,2297,3,1038,Electronics
2023-02-27 19:00:00,Tablet,North,32,2966,7,1069,Electronics
2023-02-27 20:00:00,Phone,South,52,2641,5,1098,Electronics
2023-02-27 21:00:00,Headphones,North,39,972,5,1046,Accessories
2023-02-27 22:00:00,Headphones,South,59,1783,6,1012,Accessories
2023-02-27 23:00:00,Smartwatch,South,27,986,9,1011,Wearables
2023-02-28 00:00:00,Mouse,West,20,4769,3,1075,Accessories
2023-02-28 01:00:00,Monitor,East,26,3497,10,1076,Electronics
2023-02-28 02:00:00,Laptop,North,33,246,7,1005,Electronics
2023-02-28 03:00:00,Keyboard,West,29,1809,10,1052,Accessories
2023-02-28 04:00:00,Tablet,West,19,2596,5,1041,Electronics
2023-02-28 05:00:00,Monitor,East,54,4304,6,1097,Electronics
2023-02-28 06:00:00,Smartwatch,South,24,1402,5,1051,Wearables
2023-02-28 07:00:00,Keyboard,West,34,1976,2,1094,Accessories
2023-02-28 08:00:00,Mouse,West,18,3559,10,1031,Accessories
2023-02-28 09:00:00,Keyboard,South,22,4110,2,1023,Accessories
2023-02-28 10:00:00,Laptop,West,45,4495,4,1024,Electronics
2023-02-28 11:00:00,Keyboard,East,57,4644,8,1087,Accessories
2023-02-28 12:00:00,Mouse,West,30,1739,9,1052,Accessories
2023-02-28 13:00:00,Monitor,North,32,4537,1,1063,Electronics
2023-02-28 14:00:00,Laptop,East,29,4056,5,1078,Electronics
2023-02-28 15:00:00,Phone,East,51,1651,10,1010,Electronics
2023-02-28 16:00:00,Smartwatch,East,35,3297,9,1098,Wearables
2023-02-28 17:00:00,Keyboard,South,36,4658,8,1015,Accessories
2023-02-28 18:00:00,Headphones,East,26,1627,7,1010,Accessories
2023-02-28 19:00:00,Tablet,East,31,1240,3,1063,Electronics
2023-02-28 20:00:00,Keyboard,West,37,2020,1,1066,Accessories
2023-02-28 21:00:00,Phone,West,49,4407,10,1044,Electronics
2023-02-28 22:00:00,Keyboard,North,60,189,4,1015,Accessories
2023-02-28 23:00:00,Mouse,East,22,316,9,1024,Accessories
2023-03-01 00:00:00,Monitor,East,56,2164,4,1045,Electronics
2023-03-01 01:00:00,Monitor,North,55,1978,8,1078,Electronics
2023-03-01 02:00:00,Headphones,East,51,3418,4,1092,Accessories
2023-03-01 03:00:00,Smartwatch,West,27,2141,10,1022,Wearables
2023-03-01 04:00:00,Headphones,North,56,3646,7,1088,Accessories
2023-03-01 05:00:00,Smartwatch,South,18,3032,6,1059,Wearables
2023-03-01 06:00:00,Mouse,North,48,4300,3,1023,Accessories
2023-03-01 07:00:00,Tablet,South,39,2599,5,1075,Electronics
2023-03-01 08:00:00,Smartwatch,West,38,3435,3,1010,Wearables
2023-03-01 09:00:00,Monitor,North,23,3499,8,1052,Electronics
2023-03-01 10:00:00,Monitor,North,39,2290,7,1077,Electronics
2023-03-01 11:00:00,Phone,East,35,4287,1,1038,Electronics
2023-03-01 12:00:00,Smartwatch,South,39,3578,8,1018,Wearables
2023-03-01 13:00:00,Mouse,East,26,3978,5,1098,Accessories
2023-03-01 14:00:00,Phone,East,42,2227,2,1019,Electronics
2023-03-01 15:00:00,Phone,West,21,854,5,1017,Electronics
2023-03-01 16:00:00,Laptop,West,46,3268,7,1078,Electronics
2023-03-01 17:00:00,Monitor,North,38,1941,5,1019,Electronics
2023-03-01 18:00:00,Headphones,South,45,4073,5,1045,Accessories
2023-03-01 19:00:00,Headphones,West,54,773,1,1032,Accessories
2023-03-01 20:00:00,Mouse,South,56,1117,3,1070,Accessories
2023-03-01 21:00:00,Smartwatch,South,57,366,7,1033,Wearables
2023-03-01 22:00:00,Phone,South,22,3329,2,1010,Electronics
2023-03-01 23:00:00,Monitor,North,30,1917,4,1071,Electronics
2023-03-02 00:00:00,Smartwatch,South,53,915,6,1057,Wearables
2023-03-02 01:00:00,Phone,East,32,3796,4,1043,Electronics
2023-03-02 02:00:00,Smartwatch,South,25,2777,5,1062,Wearables
2023-03-02 03:00:00,Laptop,North,19,2877,3,1050,Electronics
2023-03-02 04:00:00,Smartwatch,East,18,1431,6,1012,Wearables
2023-03-02 05:00:00,Headphones,South,43,4761,6,1063,Accessories
2023-03-02 06:00:00,Tablet,South,36,3673,6,1052,Electronics
2023-03-02 07:00:00,Smartwatch,East,33,3988,7,1048,Wearables
2023-03-02 08:00:00,Laptop,South,31,3323,2,1087,Electronics
2023-03-02 09:00:00,Smartwatch,North,27,355,9,1063,Wearables
2023-03-02 10:00:00,Keyboard,South,29,1048,4,1021,Accessories
2023-03-02 11:00:00,Laptop,South,45,2181,3,1021,Electronics
2023-03-02 12:00:00,Tablet,South,58,2985,7,1086,Electronics
2023-03-02 13:00:00,Keyboard,West,27,4255,3,1034,Accessories
2023-03-02 14:00:00,Laptop,South,26,2523,2,1047,Electronics
2023-03-02 15:00:00,Monitor,East,49,89,4,1067,Electronics
2023-03-02 16:00:00,Phone,North,46,4251,9,1067,Electronics
2023-03-02 17:00:00,Laptop,West,47,897,5,1031,Electronics
2023-03-02 18:00:00,Tablet,East,47,958,2,1056,Electronics
2023-03-02 19:00:00,Mouse,West,31,2256,6,1056,Accessories
2023-03-02 20:00:00,Phone,West,31,2123,6,1002,Electronics
2023-03-02 21:00:00,Laptop,West,22,701,2,1064,Electronics
2023-03-02 22:00:00,Phone,West,44,3079,1,1075,Electronics
2023-03-02 23:00:00,Smartwatch,East,50,3649,10,1072,Wearables
2023-03-03 00:00:00,Laptop,South,20,1510,6,1028,Electronics
2023-03-03 01:00:00,Keyboard,East,43,4506,5,1031,Accessories
2023-03-03 02:00:00,Tablet,North,43,973,3,1085,Electronics
2023-03-03 03:00:00,Headphones,North,37,2602,6,1037,Accessories
2023-03-03 04:00:00,Headphones,East,48,1804,3,1007,Accessories
2023-03-03 05:00:00,Tablet,East,19,3156,8,1066,Electronics
2023-03-03 06:00:00,Mouse,South,46,610,6,1026,Accessories
2023-03-03 07:00:00,Tablet,North,18,645,1,1094,Electronics
2023-03-03 08:00:00,Smartwatch,North,31,3442,6,1025,Wearables
2023-03-03 09:00:00,Tablet,West,53,4465,7,1061,Electronics
2023-03-03 10:00:00,Tablet,South,41,3172,9,1066,Electronics
2023-03-03 11:00:00,Phone,South,21,1018,9,1028,Electronics
2023-03-03 12:00:00,Headphones,West,33,885,1,1051,Accessories
2023-03-03 13:00:00,Mouse,South,42,2564,9,1082,Accessories
2023-03-03 14:00:00,Phone,South,20,3217,5,1015,Electronics
2023-03-03 15:00:00,Headphones,West,39,304,9,1046,Accessories
2023-03-03 16:00:00,Tablet,South,57,1674,3,1082,Electronics
2023-03-03 17:00:00,Headphones,West,38,3122,1,1074,Accessories
2023-03-03 18:00:00,Monitor,West,28,673,8,1024,Electronics
2023-03-03 19:00:00,Laptop,South,57,781,3,1050,Electronics
2023-03-03 20:00:00,Laptop,South,50,4280,8,1054,Electronics
2023-03-03 21:00:00,Keyboard,East,37,1413,2,1067,Accessories
2023-03-03 22:00:00,Smartwatch,North,26,3324,3,1052,Wearables
2023-03-03 23:00:00,Tablet,South,58,231,7,1049,Electronics
2023-03-04 00:00:00,Tablet,East,36,2776,4,1083,Electronics
2023-03-04 01:00:00,Monitor,South,23,2849,4,1067,Electronics
2023-03-04 02:00:00,Monitor,West,20,2833,5,1004,Electronics
2023-03-04 03:00:00,Smartwatch,North,58,2258,1,1070,Wearables
2023-03-04 04:00:00,Mouse,South,48,3155,3,1003,Accessories
2023-03-04 05:00:00,Headphones,South,37,2922,10,1062,Accessories
2023-03-04 06:00:00,Keyboard,West,21,2165,4,1076,Accessories
2023-03-04 07:00:00,Monitor,South,26,1487,8,1048,Electronics
2023-03-04 08:00:00,Phone,East,49,3312,9,1054,Electronics
2023-03-04 09:00:00,Laptop,East,35,4152,2,1043,Electronics
2023-03-04 10:00:00,Tablet,North,19,2071,4,1031,Electronics
2023-03-04 11:00:00,Laptop,North,59,3161,3,1007,Electronics
2023-03-04 12:00:00,Monitor,East,45,4199,7,1004,Electronics
2023-03-04 13:00:00,Monitor,North,48,2142,8,1007,Electronics
2023-03-04 14:00:00,Phone,West,41,1946,3,1024,Electronics
2023-03-04 15:00:00,Phone,South,50,4144,8,1019,Electronics
2023-03-04 16:00:00,Laptop,West,28,3753,4,1063,Electronics
2023-03-04 17:00:00,Smartwatch,East,45,783,4,1047,Wearables
2023-03-04 18:00:00,Laptop,North,47,2236,3,1002,Electronics
2023-03-04 19:00:00,Monitor,West,44,273,7,1079,Electronics
2023-03-04 20:00:00,Laptop,South,26,1675,3,1026,Electronics
2023-03-04 21:00:00,Tablet,North,41,2426,8,1089,Electronics
2023-03-04 22:00:00,Smartwatch,East,54,2283,8,1053,Wearables
2023-03-04 23:00:00,Monitor,East,18,2628,7,1085,Electronics
2023-03-05 00:00:00,Monitor,North,45,2350,8,1003,Electronics
2023-03-05 01:00:00,Laptop,West,28,2818,5,1036,Electronics
2023-03-05 02:00:00,Headphones,East,18,4691,7,1061,Accessories
2023-03-05 03:00:00,Keyboard,North,20,2951,10,1001,Accessories
2023-03-05 04:00:00,Monitor,West,33,3410,6,1080,Electronics
2023-03-05 05:00:00,Mouse,West,43,3523,9,1020,Accessories
2023-03-05 06:00:00,Mouse,South,30,284,9,1072,Accessories
2023-03-05 07:00:00,Monitor,West,50,122,2,1005,Electronics
2023-03-05 08:00:00,Keyboard,East,60,1941,10,1031,Accessories
2023-03-05 09:00:00,Headphones,South,40,106,5,1029,Accessories
2023-03-05 10:00:00,Monitor,North,58,756,7,1058,Electronics
2023-03-05 11:00:00,Tablet,North,43,809,9,1012,Electronics
2023-03-05 12:00:00,Keyboard,East,34,4973,8,1034,Accessories
2023-03-05 13:00:00,Keyboard,South,44,3438,8,1019,Accessories
2023-03-05 14:00:00,Laptop,West,22,1177,5,1088,Electronics
2023-03-05 15:00:00,Headphones,West,36,1296,10,1015,Accessories
2023-03-05 16:00:00,Tablet,West,54,4117,3,1028,Electronics
2023-03-05 17:00:00,Smartwatch,North,46,1277,10,1061,Wearables
2023-03-05 18:00:00,Laptop,North,35,1856,5,1037,Electronics
2023-03-05 19:00:00,Mouse,East,38,4331,5,1058,Accessories
2023-03-05 20:00:00,Tablet,East,56,3133,10,1023,Electronics
2023-03-05 21:00:00,Mouse,East,49,4859,10,1064,Accessories
2023-03-05 22:00:00,Tablet,East,59,3913,4,1073,Electronics
2023-03-05 23:00:00,Tablet,West,55,2237,2,1030,Electronics
2023-03-06 00:00:00,Headphones,East,31,1079,4,1075,Accessories
2023-03-06 01:00:00,Keyboard,East,24,860,7,1023,Accessories
2023-03-06 02:00:00,Tablet,North,51,3695,8,1081,Electronics
2023-03-06 03:00:00,Headphones,North,31,1751,6,1019,Accessories
2023-03-06 04:00:00,Smartwatch,North,55,3249,8,1088,Wearables
2023-03-06 05:00:00,Monitor,West,54,4394,3,1053,Electronics
2023-03-06 06:00:00,Monitor,South,49,1948,7,1093,Electronics
2023-03-06 07:00:00,Keyboard,West,54,4433,7,1091,Accessories
2023-03-06 08:00:00,Headphones,South,52,3061,9,1065,Accessories
2023-03-06 09:00:00,Smartwatch,West,35,503,5,1080,Wearables
2023-03-06 10:00:00,Laptop,East,56,4808,10,1036,Electronics
2023-03-06 11:00:00,Tablet,North,22,2711,1,1074,Electronics
2023-03-06 12:00:00,Tablet,West,34,3744,6,1042,Electronics
2023-03-06 13:00:00,Headphones,West,56,225,4,1034,Accessories
2023-03-06 14:00:00,Tablet,West,50,4846,7,1021,Electronics
2023-03-06 15:00:00,Monitor,North,45,1636,7,1064,Electronics
2023-03-06 16:00:00,Keyboard,North,20,2168,8,1054,Accessories
2023-03-06 17:00:00,Monitor,North,55,290,9,1095,Electronics
2023-03-06 18:00:00,Mouse,North,57,4748,4,1017,Accessories
2023-03-06 19:00:00,Phone,North,38,746,3,1079,Electronics
2023-03-06 20:00:00,Smartwatch,South,38,3379,1,1032,Wearables
2023-03-06 21:00:00,Mouse,East,18,3004,4,1094,Accessories
2023-03-06 22:00:00,Phone,West,36,321,2,1094,Electronics
2023-03-06 23:00:00,Monitor,West,56,4503,7,1098,Electronics
2023-03-07 00:00:00,Laptop,North,60,979,2,1032,Electronics
2023-03-07 01:00:00,Keyboard,East,31,620,4,1051,Accessories
2023-03-07 02:00:00,Tablet,West,27,1598,2,1094,Electronics
2023-03-07 03:00:00,Laptop,West,44,3423,8,1074,Electronics
2023-03-07 04:00:00,Phone,North,45,2176,8,1066,Electronics
2023-03-07 05:00:00,Monitor,West,36,207,10,1028,Electronics
2023-03-07 06:00:00,Monitor,West,31,2020,1,1019,Electronics
2023-03-07 07:00:00,Smartwatch,North,26,2303,6,1097,Wearables
2023-03-07 08:00:00,Monitor,South,26,4372,4,1040,Electronics
2023-03-07 09:00:00,Mouse,South,32,2113,5,1004,Accessories
2023-03-07 10:00:00,Keyboard,North,55,4653,1,1087,Accessories
2023-03-07 11:00:00,Laptop,East,34,2278,4,1061,Electronics
2023-03-07 12:00:00,Monitor,North,42,1596,9,1023,Electronics
2023-03-07 13:00:00,Monitor,East,24,3931,9,1066,Electronics
2023-03-07 14:00:00,Phone,West,26,3846,4,1011,Electronics
2023-03-07 15:00:00,Smartwatch,North,24,327,4,1079,Wearables
2023-03-07 16:00:00,Monitor,West,28,177,4,1045,Electronics
2023-03-07 17:00:00,Monitor,East,53,3490,2,1079,Electronics
2023-03-07 18:00:00,Tablet,East,55,1464,6,1065,Electronics
2023-03-07 19:00:00,Monitor,East,52,4039,2,1014,Electronics
2023-03-07 20:00:00,Mouse,East,59,4722,9,1081,Accessories
2023-03-07 21:00:00,Keyboard,South,22,2759,1,1086,Accessories
2023-03-07 22:00:00,Tablet,East,60,4771,2,1054,Electronics
2023-03-07 23:00:00,Smartwatch,West,24,2797,7,1010,Wearables
2023-03-08 00:00:00,Mouse,North,39,1066,7,1086,Accessories
2023-03-08 01:00:00,Keyboard,East,57,2547,5,1065,Accessories
2023-03-08 02:00:00,Keyboard,West,36,1534,9,1004,Accessories
2023-03-08 03:00:00,Mouse,East,53,4915,1,1076,Accessories
2023-03-08 04:00:00,Smartwatch,South,39,2961,3,1065,Wearables
2023-03-08 05:00:00,Smartwatch,South,32,2139,4,1097,Wearables
2023-03-08 06:00:00,Phone,East,34,2385,7,1004,Electronics
2023-03-08 07:00:00,Smartwatch,West,19,3221,3,1077,Wearables
2023-03-08 08:00:00,Mouse,East,18,3554,9,1069,Accessories
2023-03-08 09:00:00,Monitor,South,22,4769,1,1072,Electronics
2023-03-08 10:00:00,Mouse,West,29,2747,2,1093,Accessories
2023-03-08 11:00:00,Mouse,North,46,2455,10,1008,Accessories
2023-03-08 12:00:00,Tablet,East,45,1182,4,1034,Electronics
2023-03-08 13:00:00,Laptop,East,28,742,9,1003,Electronics
2023-03-08 14:00:00,Monitor,South,26,3949,9,1080,Electronics
2023-03-08 15:00:00,Headphones,East,30,2947,10,1027,Accessories
2023-03-08 16:00:00,Laptop,East,55,3614,6,1030,Electronics
2023-03-08 17:00:00,Keyboard,North,51,1118,4,1051,Accessories
2023-03-08 18:00:00,Tablet,North,37,3938,2,1093,Electronics
2023-03-08 19:00:00,Keyboard,West,49,2858,2,1023,Accessories
2023-03-08 20:00:00,Headphones,East,37,1430,6,1057,Accessories
2023-03-08 21:00:00,Monitor,West,29,4150,5,1019,Electronics
2023-03-08 22:00:00,Mouse,South,58,113,4,1035,Accessories
2023-03-08 23:00:00,Monitor,West,28,148,10,1100,Electronics
2023-03-09 00:00:00,Tablet,South,39,969,8,1039,Electronics
2023-03-09 01:00:00,Monitor,East,43,3448,9,1043,Electronics
2023-03-09 02:00:00,Smartwatch,West,47,597,2,1017,Wearables
2023-03-09 03:00:00,Mouse,East,50,3710,6,1024,Accessories
2023-03-09 04:00:00,Keyboard,East,49,1726,8,1062,Accessories
2023-03-09 05:00:00,Smartwatch,West,22,2269,4,1047,Wearables
2023-03-09 06:00:00,Smartwatch,East,50,2557,5,1078,Wearables
2023-03-09 07:00:00,Smartwatch,South,50,3826,2,1034,Wearables
2023-03-09 08:00:00,Headphones,South,51,4801,6,1018,Accessories
2023-03-09 09:00:00,Mouse,East,27,2381,10,1050,Accessories
2023-03-09 10:00:00,Headphones,North,26,2662,2,1063,Accessories
2023-03-09 11:00:00,Headphones,North,31,4842,1,1030,Accessories
2023-03-09 12:00:00,Smartwatch,South,46,1558,7,1018,Wearables
2023-03-09 13:00:00,Headphones,East,51,1968,7,1089,Accessories
2023-03-09 14:00:00,Laptop,East,59,2614,1,1091,Electronics
2023-03-09 15:00:00,Laptop,South,52,1012,9,1091,Electronics
2023-03-09 16:00:00,Phone,West,59,3402,7,1091,Electronics
2023-03-09 17:00:00,Laptop,North,48,1793,3,1062,Electronics
2023-03-09 18:00:00,Laptop,South,21,4562,4,1023,Electronics
2023-03-09 19:00:00,Tablet,North,39,1917,7,1024,Electronics
2023-03-09 20:00:00,Headphones,North,60,1379,6,1019,Accessories
2023-03-09 21:00:00,Monitor,West,52,3511,1,1014,Electronics
2023-03-09 22:00:00,Phone,East,36,2331,5,1041,Electronics
2023-03-09 23:00:00,Headphones,South,22,4263,7,1045,Accessories
2023-03-10 00:00:00,Laptop,East,42,4034,1,1031,Electronics
2023-03-10 01:00:00,Monitor,East,51,796,3,1019,Electronics
2023-03-10 02:00:00,Smartwatch,West,21,428,7,1041,Wearables
2023-03-10 03:00:00,Mouse,South,42,484,3,1007,Accessories
2023-03-10 04:00:00,Laptop,West,22,791,3,1100,Electronics
2023-03-10 05:00:00,Smartwatch,North,30,3695,5,1013,Wearables
2023-03-10 06:00:00,Smartwatch,East,34,154,8,1051,Wearables
2023-03-10 07:00:00,Laptop,North,54,3860,9,1080,Electronics
2023-03-10 08:00:00,Laptop,East,59,4606,10,1075,Electronics
2023-03-10 09:00:00,Tablet,South,41,897,3,1025,Electronics
2023-03-10 10:00:00,Laptop,West,43,1077,3,1100,Electronics
2023-03-10 11:00:00,Laptop,North,37,2375,6,1024,Electronics
2023-03-10 12:00:00,Keyboard,South,47,2817,2,1073,Accessories
2023-03-10 13:00:00,Keyboard,South,54,3723,9,1057,Accessories
2023-03-10 14:00:00,Laptop,East,56,3368,3,1033,Electronics
2023-03-10 15:00:00,Tablet,North,52,663,7,1047,Electronics
2023-03-10 16:00:00,Headphones,West,35,2011,2,1013,Accessories
2023-03-10 17:00:00,Phone,South,43,385,4,1011,Electronics
2023-03-10 18:00:00,Phone,South,19,2266,6,1091,Electronics
2023-03-10 19:00:00,Headphones,South,38,4688,1,1086,Accessories
2023-03-10 20:00:00,Monitor,South,50,2521,7,1051,Electronics
2023-03-10 21:00:00,Monitor,West,45,4632,3,1044,Electronics
2023-03-10 22:00:00,Keyboard,South,46,2358,2,1090,Accessories
2023-03-10 23:00:00,Mouse,South,57,786,1,1100,Accessories
2023-03-11 00:00:00,Keyboard,North,35,2412,9,1009,Accessories
2023-03-11 01:00:00,Tablet,East,54,1473,5,1055,Electronics
2023-03-11 02:00:00,Phone,South,42,2058,1,1001,Electronics
2023-03-11 03:00:00,Mouse,North,30,2617,2,1070,Accessories
2023-03-11 04:00:00,Tablet,West,52,2922,6,1052,Electronics
2023-03-11 05:00:00,Smartwatch,West,33,1276,8,1023,Wearables
2023-03-11 06:00:00,Monitor,West,18,4488,10,1100,Electronics
2023-03-11 07:00:00,Monitor,South,57,1704,10,1038,Electronics
2023-03-11 08:00:00,Keyboard,West,46,1797,8,1076,Accessories
2023-03-11 09:00:00,Phone,South,27,4009,1,1042,Electronics
2023-03-11 10:00:00,Laptop,West,30,1434,7,1014,Electronics
2023-03-11 11:00:00,Phone,West,43,4431,3,1029,Electronics
2023-03-11 12:00:00,Tablet,East,25,3915,10,1026,Electronics
2023-03-11 13:00:00,Tablet,East,21,2992,9,1075,Electronics
2023-03-11 14:00:00,Tablet,East,52,3370,2,1055,Electronics
2023-03-11 15:00:00,Smartwatch,West,21,4079,1,1055,Wearables
2023-03-11 16:00:00,Laptop,East,54,4750,10,1093,Electronics
2023-03-11 17:00:00,Laptop,East,27,4594,10,1001,Electronics
2023-03-11 18:00:00,Headphones,South,44,1071,8,1095,Accessories
2023-03-11 19:00:00,Phone,East,23,1754,6,1044,Electronics
2023-03-11 20:00:00,Smartwatch,East,42,445,3,1060,Wearables
2023-03-11 21:00:00,Tablet,North,43,1184,7,1042,Electronics
2023-03-11 22:00:00,Mouse,South,26,3446,9,1020,Accessories
2023-03-11 23:00:00,Phone,East,18,2718,7,1083,Electronics
2023-03-12 00:00:00,Laptop,South,24,3149,7,1074,Electronics
2023-03-12 01:00:00,Monitor,South,44,2293,6,1052,Electronics
2023-03-12 02:00:00,Monitor,North,38,3788,1,1051,Electronics
2023-03-12 03:00:00,Smartwatch,West,40,3919,9,1096,Wearables
2023-03-12 04:00:00,Keyboard,East,38,835,4,1040,Accessories
2023-03-12 05:00:00,Laptop,North,46,728,7,1062,Electronics
2023-03-12 06:00:00,Phone,South,50,2848,9,1009,Electronics
2023-03-12 07:00:00,Keyboard,East,44,4290,2,1088,Accessories
2023-03-12 08:00:00,Laptop,South,35,4640,7,1012,Electronics
2023-03-12 09:00:00,Headphones,West,39,1114,9,1066,Accessories
2023-03-12 10:00:00,Mouse,East,49,580,3,1011,Accessories
2023-03-12 11:00:00,Laptop,North,60,4348,2,1028,Electronics
2023-03-12 12:00:00,Monitor,West,51,3889,5,1018,Electronics
2023-03-12 13:00:00,Headphones,West,43,357,1,1085,Accessories
2023-03-12 14:00:00,Tablet,West,38,4324,8,1001,Electronics
2023-03-12 15:00:00,Phone,West,38,4920,4,1059,Electronics
2023-03-12 16:00:00,Keyboard,North,40,2324,8,1020,Accessories
2023-03-12 17:00:00,Headphones,South,49,647,4,1025,Accessories
2023-03-12 18:00:00,Monitor,North,40,66,1,1095,Electronics
2023-03-12 19:00:00,Tablet,West,24,4044,9,1074,Electronics
2023-03-12 20:00:00,Mouse,North,29,4775,8,1016,Accessories
2023-03-12 21:00:00,Tablet,East,34,1039,2,1075,Electronics
2023-03-12 22:00:00,Headphones,West,48,1000,5,1091,Accessories
